iter	MultiClass
454	0.2916552296
455	0.291307196
456	0.2910306104
457	0.2908614572
458	0.2907440086
459	0.2904921505
460	0.2903211394
461	0.290092532
462	0.289955354
463	0.2898242104
464	0.2896148303
465	0.2895003843
466	0.2892763935
467	0.2891707992
468	0.2890394762
469	0.2887900109
470	0.2886067548
471	0.2883733348
472	0.2882158782
473	0.2878566085
474	0.2875270379
475	0.2871720132
476	0.2869849411
477	0.2868201808
478	0.286665128
479	0.2865747264
480	0.2864121701
481	0.2860940488
482	0.2858816409
483	0.2856536989
484	0.2855005833
485	0.2853074697
486	0.2848860401
487	0.2846107681
488	0.2843299083
489	0.2839949645
490	0.2838473699
491	0.2836547624
492	0.2834724197
493	0.2832441193
494	0.2830823882
495	0.2828894904
496	0.2827591458
497	0.2825904221
498	0.2823760606
499	0.2820826072
500	0.2818814638
501	0.2815002824
502	0.2811879292
503	0.280941034
504	0.2808056527
505	0.2804647232
506	0.280333351
507	0.2800414873
508	0.2798784887
509	0.2797724897
510	0.2796326235
511	0.2794365952
512	0.2792995664
513	0.2791694525
514	0.2789874956
515	0.2786937964
516	0.2785054595
517	0.2783488761
518	0.2782172491
519	0.2780593792
520	0.2778097601
521	0.2776071945
522	0.2771970253
523	0.2770287508
524	0.276888444
525	0.2767513933
526	0.2766369714
527	0.2763600687
528	0.2762063847
529	0.2760925698
530	0.2758942199
531	0.2757038444
532	0.2755934386
533	0.2753305976
534	0.2751247826
535	0.2748920552
536	0.2747197892
537	0.2744797336
538	0.274330877
539	0.2742017291
540	0.2740085908
541	0.2738955553
542	0.2735642561
543	0.2734413012
544	0.2730580538
545	0.2729522987
546	0.2728519979
547	0.2726084523
548	0.2724675044
549	0.2723821369
550	0.272137955
551	0.2719088506
552	0.2717904727
553	0.2715942268
554	0.2714126309
555	0.271221592
556	0.2710113407
557	0.2708012215
558	0.2706992013
559	0.2705781154
560	0.2703714291
561	0.2702334594
562	0.2699936175
563	0.2698489168
564	0.2697589568
565	0.2695895702
566	0.2694017478
567	0.2692126201
568	0.2690652623
569	0.2688788699
570	0.2686213786
571	0.2684744258
572	0.2683763343
573	0.2682613384
574	0.2680948365
575	0.267998117
576	0.267857026
577	0.2676633966
578	0.2675172742
579	0.2673103107
580	0.2670852149
581	0.2669931453
582	0.2667692552
583	0.2665914984
584	0.266396923
585	0.2661776012
586	0.266070153
587	0.2659264489
588	0.2657330644
589	0.2654505304
590	0.2653019495
591	0.2650066919
592	0.2648346645
593	0.2646418402
594	0.2643249987
595	0.2641759968
596	0.2639033661
597	0.2636778362
598	0.2635857721
599	0.2634065819
600	0.2631796364
601	0.2630243877
602	0.2628595944
603	0.2627745496
604	0.2625938438
605	0.2624874058
606	0.26223537
607	0.2620689848
608	0.2619433616
609	0.2617940268
610	0.2615236544
611	0.261366647
612	0.2611785444
613	0.261005811
614	0.2609468966
615	0.2607290527
616	0.2604743892
617	0.2601842705
618	0.2599902539
619	0.259758191
620	0.2596259254
621	0.259349966
622	0.2590495873
623	0.2589189784
624	0.2587519585
625	0.2585936378
626	0.2584526821
627	0.2583431601
628	0.2581557763
629	0.2580071542
630	0.2577223986
631	0.2575698228
632	0.2573046572
633	0.2571532313
634	0.2570511294
635	0.2568199107
636	0.2565608187
637	0.2563122165
638	0.2562158075
639	0.2559698427
640	0.2557731314
641	0.2555819815
642	0.2554454011
643	0.2553470659
644	0.2551096646
645	0.2549851151
646	0.254666839
647	0.2545984916
648	0.2544663531
649	0.2543145603
650	0.2541375822
651	0.2539475035
652	0.253846224
653	0.2537056771
654	0.2535900498
655	0.2533549656
656	0.2532636195
657	0.2530937186
658	0.2529646331
659	0.252808666
660	0.2526292425
661	0.2525412907
662	0.252296121
663	0.2521028935
664	0.2520134531
665	0.2518673735
666	0.2517842787
667	0.2515624196
668	0.251444946
669	0.2513091488
670	0.2511073413
671	0.2510129134
672	0.2508871251
673	0.2506858973
674	0.2505218923
675	0.2503111315
676	0.2501641387
677	0.2500084628
678	0.249858611
679	0.2497001719
680	0.2496008447
681	0.2494972965
682	0.2492041394
683	0.2490681887
684	0.2488697688
685	0.248709595
686	0.2485202852
687	0.2484156734
688	0.2481786223
689	0.2480224113
690	0.2478344593
691	0.2477420887
692	0.2475071747
693	0.247405929
694	0.2473287849
695	0.2472050758
696	0.2470699655
697	0.2469787998
698	0.2467790085
699	0.246598168
700	0.2463539024
701	0.246228089
702	0.2460253654
703	0.2459360864
704	0.2457161993
705	0.2456082566
706	0.2455597059
707	0.245458467
708	0.2453389742
709	0.2452423596
710	0.2451053681
711	0.2449719307
712	0.2448845341
713	0.2447800491
714	0.2446910454
715	0.2445569514
716	0.2442781754
717	0.2441143197
718	0.2439214614
719	0.2438113063
720	0.2437003497
721	0.2435693934
722	0.2433108397
723	0.2432148023
724	0.2430185141
725	0.2428295101
726	0.2427265786
727	0.2425382487
728	0.2423439856
729	0.2422250951
730	0.24203663
731	0.2419316941
732	0.2417936373
733	0.2416536778
734	0.2415404808
735	0.241396295
736	0.2412674942
737	0.2410038281
738	0.24085176
739	0.2407790023
740	0.2406072851
741	0.2405021067
742	0.240366322
743	0.2402836605
744	0.240092809
745	0.2399619277
746	0.2398135438
747	0.2396248481
748	0.2394835395
749	0.2392750279
750	0.2391621315
751	0.2390424574
752	0.2388716203
753	0.2387548838
754	0.2385673197
755	0.2383485027
756	0.2381864379
757	0.2380247138
758	0.2379376553
759	0.2378038792
760	0.2376659022
761	0.2374369849
762	0.2373125632
763	0.2370017785
764	0.2368283833
765	0.2366172323
766	0.2365584347
767	0.236389109
768	0.2363014116
769	0.2361661307
770	0.2361012715
771	0.2359676357
772	0.2357922235
773	0.2356360506
774	0.2355715473
775	0.235459398
776	0.2353735157
777	0.2351788882
778	0.2349700616
779	0.2347446295
780	0.2345870102
781	0.2344731141
782	0.234334812
783	0.2342621193
784	0.2341617431
785	0.2340471392
786	0.2338745409
787	0.2337652781
788	0.2336163797
789	0.2333887566
790	0.2332506356
791	0.2330613396
792	0.2328527614
793	0.2327349087
794	0.232683506
795	0.2324565463
796	0.2322923551
797	0.2321927865
798	0.232031206
799	0.2319541798
800	0.231681863
801	0.2316087802
802	0.2314819119
803	0.231399742
804	0.2311962286
805	0.2310818555
806	0.230943188
807	0.2308144976
808	0.2307807791
809	0.2306224813
810	0.2305242375
811	0.2303876956
812	0.2302238028
813	0.2300849862
814	0.2299637543
815	0.2298801342
816	0.2297810346
817	0.2296657304
818	0.2295597387
819	0.2293876733
820	0.2292696006
821	0.229128924
822	0.2289844699
823	0.2289113322
824	0.2287495543
825	0.228474497
826	0.2283553706
827	0.2281461021
828	0.2279932865
829	0.2277457027
830	0.227622243
831	0.2275047234
832	0.2273675966
833	0.2272469069
834	0.2270745992
835	0.2269625294
836	0.2268070906
837	0.226693589
838	0.2265557641
839	0.2263497367
840	0.2262461586
841	0.2261811335
842	0.2260444731
843	0.2258168656
844	0.2256470772
845	0.2255203919
846	0.225332356
847	0.2252355237
848	0.2251334441
849	0.2249815581
850	0.2249096903
851	0.2247657474
852	0.2246395633
853	0.2245193781
854	0.2243678292
855	0.2242260949
856	0.2240811632
857	0.2239490349
858	0.2238351702
859	0.2237011342
860	0.2236201817
861	0.2235210222
862	0.2234536055
863	0.2233531407
864	0.2232448487
865	0.2230120012
866	0.2228835843
867	0.2227041899
868	0.2225389976
869	0.2224172759
870	0.2222953175
871	0.2220533283
872	0.2219783232
873	0.2217153351
874	0.2216366617
875	0.2215880374
876	0.2215277667
877	0.22144229
878	0.2213571499
879	0.221147729
880	0.2210709093
881	0.2208831299
882	0.2207842827
883	0.2206414219
884	0.2204703699
885	0.2203423075
886	0.2202154209
887	0.2200627849
888	0.2199084208
889	0.2197167415
890	0.2195863336
891	0.2194571009
892	0.2193332795
893	0.2192608724
894	0.219107607
895	0.2189372082
896	0.21879559
897	0.2186240369
898	0.2185201781
899	0.2184247325
900	0.2182231518
901	0.2180379746
902	0.2179535677
903	0.2178100605
904	0.2177562738
905	0.2175875689
906	0.217512396
907	0.2173718125
908	0.2172200562
909	0.2170863656
910	0.2169886362
911	0.2168626785
912	0.2166943868
913	0.2165798569
914	0.2164643304
915	0.2163777543
916	0.2161641053
917	0.21599774
918	0.2159065497
919	0.2158323822
920	0.2156486344
921	0.2155255938
922	0.2153136238
923	0.2152332127
924	0.215093444
925	0.2148954909
926	0.2147366496
927	0.2146118163
928	0.2144860853
929	0.2143834928
930	0.2142512696
931	0.2140600096
932	0.2139115492
933	0.2137860081
934	0.2136862843
935	0.2135923717
936	0.21349182
937	0.2133849826
938	0.2133247348
939	0.2131794458
940	0.2130776395
941	0.2129937744
942	0.2128791098
943	0.2127443123
944	0.2126029458
945	0.2125328044
946	0.2123888491
947	0.2122917051
948	0.2121637053
949	0.2121242441
950	0.212013952
951	0.2118427779
952	0.2117322268
953	0.2115442638
954	0.2114155978
955	0.2113310869
956	0.2112063346
957	0.2111225553
958	0.2110042678
959	0.2109208417
960	0.210818902
961	0.2106863107
962	0.2106061368
963	0.2104558576
964	0.2103613093
965	0.2102986213
966	0.2101523174
967	0.2100980089
968	0.2099366759
969	0.2098411279
970	0.2097492801
971	0.2096550399
972	0.2095979066
973	0.2095194885
974	0.2094316098
975	0.2093057458
976	0.2092077317
977	0.2090261763
978	0.208941368
979	0.2088366731
980	0.2086305192
981	0.2084358118
982	0.2082249192
983	0.2080304969
984	0.2079860087
985	0.207786911
986	0.207620256
987	0.2075036158
988	0.207383824
989	0.2072491921
990	0.2071422659
991	0.2070705512
992	0.2068825982
993	0.2067735095
994	0.20659444
995	0.2064212178
996	0.2062383314
997	0.2061651928
998	0.2060903715
999	0.2059885831
